	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc	treatment1	treatment2	pooled_R1.mzXML	pooled_R2.mzXML	Pooled_R3.mzXML	Treatment1_R1.mzXML	Treatment1_R2.mzXML	Treatment1_R3.mzXML	Treatment2_R1.mzXML	Treatment2_R2.mzXML	Treatment2_R3.mzXML
213	1049.26362891288	1049.25836262415	1049.2686175939	16.182	16.166	18.002	9	3	3	3	1880	1839	1696	1601	1553	1820	1822	1919	1840
214	1049.7553675699	1049.74802415741	1049.75818605592	16.182	16.166	18.002	7	2	3	2	1560	1400	NA	1351	1201	1463	1617	1567	NA
217	1064.80838423141	1064.80651972468	1064.81053450796	16.182	16.166	18.002	9	3	3	3	9972	9176	7682	9808	9139	9383	8914	9593	7889
218	1065.80119317209	1065.79751114427	1065.80699306372	16.182	16.166	18.002	9	3	3	3	2106	1821	1563	1960	1786	1892	1871	1816	1613
219	1073.28031871277	1073.27790573337	1073.28622846895	16.182	16.166	18.002	9	3	3	3	3291	2767	2384	2976	2934	3012	3240	3116	2701
220	1073.78007538349	1073.77747425299	1073.78170130484	16.182	16.166	18.002	9	3	3	3	2265	1944	1728	1885	1927	2043	2128	1910	1739
221	1074.28194930944	1074.27911166675	1074.28602364347	16.182	16.166	18.002	9	3	3	3	2500	2167	1696	2500	2194	2262	2225	2354	1957
222	1074.78034947486	1074.77810823205	1074.78501468046	16.182	16.166	18.002	7	2	3	2	1535	1354	NA	1333	1278	1375	1311	1423	NA
223	1081.75746549327	1081.75629038678	1081.76017477502	16.182	16.166	18.002	9	3	3	3	5649	4724	5025	4620	4474	5123	5471	5517	4717
224	1082.25695592011	1082.25198827739	1082.26211025066	16.182	16.166	18.002	9	3	3	3	1456	1380	1401	1374	1233	1407	1545	1515	1220
225	1082.75804185342	1082.75465431059	1082.76364813386	16.182	16.166	18.002	9	3	3	3	3811	3807	3663	3313	3472	3669	3843	4037	3811
226	1083.25528173344	1083.25367752456	1083.25934391212	16.182	16.166	18.002	9	3	3	3	1828	1561	1630	1431	1476	1530	1670	1711	1561
227	1083.75960011692	1083.75404493725	1083.7629211909	16.182	16.166	18.002	9	3	3	3	3548	3226	3277	3009	2949	3341	3384	3548	3346
228	1084.75773363739	1084.74984553416	1084.76097411028	16.182	16.166	18.002	9	3	3	3	1659	1593	1527	1455	1458	1537	1638	1517	1415
230	1099.72759024681	1099.72472894114	1099.73487877913	16.182	16.166	18.002	7	3	1	3	1567	1348	1416	NA	NA	1354	1445	1451	1455
231	1100.70906562403	1100.70450677373	1100.71504620968	16.182	16.166	18.002	9	3	3	3	1672	1530	1825	1263	1227	1572	1507	1668	1648
233	1107.27279736774	1107.26609464425	1107.27591806393	16.182	16.166	18.002	9	3	3	3	2573	2445	1936	2445	2324	2458	2527	2549	1953
234	1107.7746200256	1107.7695478622	1107.78347005727	16.182	16.166	18.002	9	3	3	3	1739	1543	1474	1768	1795	1679	1662	1716	1387
235	1108.27435695243	1108.26833361451	1108.27996949304	16.182	16.166	18.002	9	3	3	3	2051	1869	1500	1866	1892	1874	1852	2047	1455
237	1115.75134454525	1115.74860941602	1115.75847132077	16.182	16.166	18.002	9	3	3	3	1857	1520	1574	1435	1398	1701	1650	1697	1579
239	1116.74683324535	1116.73858291008	1116.74905672865	16.182	16.166	18.002	9	3	3	3	1988	1764	1884	1843	1778	1895	2047	2124	2011
240	1117.24890297558	1117.24601524241	1117.2567945423	16.182	16.166	18.002	9	3	3	3	1537	1273	1298	1439	1162	1418	1542	1478	1280
242	1132.79303001638	1132.79134906453	1132.79570236238	16.182	16.166	18.002	9	3	3	3	5872	5327	4545	5949	5695	5609	5812	6039	4479
244	1141.2659073511	1141.26311367484	1141.26981730619	16.182	16.166	18.002	9	3	3	3	2226	2053	1641	2006	1938	2049	2238	2119	1715
247	1149.74155019074	1149.73992990155	1149.74914538165	16.182	16.166	18.002	9	3	3	3	3188	2890	3166	2829	2756	3050	3363	3259	2971
248	1150.74306185382	1150.73716991545	1150.7451171947	16.182	16.166	18.002	9	3	3	3	2946	2528	2504	2486	2238	2657	2574	3008	2633
250	1151.74346952316	1151.74055602589	1151.74878910311	16.182	16.166	18.002	9	3	3	3	2311	2219	2244	2036	2032	2219	2354	2464	2326
5283	1168.69898077018	1168.69040259586	1168.7016242353	16.182	16.172	18.002	3	1	1	1	NA	NA	1249	NA	NA	1084	NA	1278	NA
253	1175.25789121205	1175.25429932931	1175.2638782344	16.182	16.166	18.002	9	3	3	3	1749	1634	1518	1698	1668	1585	1642	1674	1325
254	1175.7580226073	1175.75517628874	1175.76119654571	16.182	16.166	18.002	5	1	3	1	1315	NA	NA	1246	1221	1216	NA	1207	NA
257	1184.73237659739	1184.7296622452	1184.73959157366	16.182	16.166	18.002	9	3	3	3	1468	1463	1518	1476	1298	1583	1503	1648	1442
259	1200.77702355069	1200.7716931825	1200.78227304769	16.182	16.166	18.002	9	3	3	3	3387	3151	2460	3660	3356	3034	3262	3228	2667
260	1209.25060741837	1209.24564936832	1209.25789577482	16.182	16.166	18.002	7	2	3	2	1430	1265	NA	1438	1411	1451	1486	1422	NA
262	1217.72829022078	1217.72386575777	1217.73269152523	16.182	16.166	18.002	9	3	3	3	2057	1779	1758	1899	1630	2058	2109	2093	1962
263	1218.72520252348	1218.71839261768	1218.72940475405	16.182	16.166	18.002	9	3	3	3	2059	1860	1804	1696	1727	1796	2045	1960	1832
264	1219.72727925528	1219.72060417314	1219.73432486348	16.182	16.166	18.002	9	3	3	3	1663	1449	1444	1492	1425	1423	1467	1590	1500
266	1243.24309847245	1243.23593058504	1243.24832599277	16.182	16.166	18.002	3	1	1	1	1315	NA	NA	NA	NA	1291	NA	1263	NA
268	1268.75791490593	1268.75128671592	1268.76144188947	16.182	16.166	18.002	9	3	3	3	1963	1825	1521	2111	1909	1779	1901	1762	1470
270	1286.70825631816	1286.70521269353	1286.71115255443	16.182	16.166	18.002	9	3	3	3	1399	1534	1403	1355	1218	1411	1464	1593	1336
66	625.797967073575	625.796483491919	625.799450655231	16.186	16.166	16.206	2	1	0	1	1143	NA	NA	NA	NA	NA	NA	NA	1182
167	955.756623548169	955.755164718176	955.759668106986	16.189	16.166	18.002	4	2	0	2	1145	NA	1247	NA	NA	NA	NA	1152	1228
8663	962.800416035616	962.800323198985	962.800508872247	16.189	16.172	16.206	2	1	0	1	NA	NA	4177	NA	NA	NA	NA	NA	4318
8665	1030.76286533649	1030.7593946433	1030.76633602968	16.189	16.172	16.206	2	1	0	1	NA	NA	3012	NA	NA	NA	NA	NA	3093
89	759.781420160265	759.775146373834	759.786531395658	16.1915	16.166	18.187	8	3	2	3	1405	1181	1344	NA	1118	1364	1280	1312	1458
183	989.254381236438	989.248140811754	989.256282884921	16.1915	16.166	18.002	6	3	0	3	1244	1173	1305	NA	NA	NA	1297	1369	1250
184	989.754132358618	989.752515546342	989.759176463873	16.1935	16.166	18.002	4	2	0	2	1226	NA	1285	NA	NA	NA	1170	1332	NA
63	610.841868181019	610.840136678419	610.84280433095	16.194	16.166	18.002	8	3	2	3	1210	1160	1225	1128	NA	1218	1241	1262	1218
164	948.28535974901	948.27956250683	948.289999206506	16.194	16.166	18.002	8	3	2	3	1386	1237	1293	1212	NA	1336	1328	1449	1449
246	1142.26601139672	1142.26237216416	1142.27010741833	16.194	16.166	18.002	8	2	3	3	1536	1640	NA	1376	1522	1672	1541	1698	1251
7489	386.938872751747	386.938802871025	386.939862638839	16.196	16.17	16.227	4	1	2	1	NA	1159	NA	1229	1178	NA	1260	NA	NA
238	1116.24734327817	1116.2448551469	1116.25182539761	16.1985	16.166	18.002	4	1	1	2	1374	NA	NA	NA	NA	1308	1257	1361	NA
255	1176.25700305186	1176.25054318429	1176.26045577871	16.1985	16.166	18.002	6	1	3	2	1441	NA	NA	1281	1342	1309	1382	1283	NA
5285	1252.71237996568	1252.7088231627	1252.71400459293	16.1985	16.172	18.002	4	1	1	2	NA	NA	1198	NA	NA	1223	1332	1260	NA
11650	1065.30804637758	1065.3072717984	1065.30882095676	16.1985	16.17	16.227	2	0	2	0	NA	NA	NA	1285	1284	NA	NA	NA	NA
11651	1099.73584811814	1099.73105571878	1099.74064051751	16.1985	16.17	16.227	2	0	2	0	NA	NA	NA	1288	1374	NA	NA	NA	NA
251	1166.75852772449	1166.75375567189	1166.76543491065	16.2045	16.166	18.182	6	2	3	1	2124	1873	NA	2116	1945	1880	NA	1888	NA
7	202.918335214732	202.917691943774	202.919062923906	16.206	16.17	18.172	9	3	3	3	1817	1805	2059	1653	1628	1974	1718	1778	1873
16	288.900560273461	288.900231048914	288.9010516469	16.206	16.17	18.172	9	3	3	3	4669	4113	4744	3888	3831	4562	4324	4503	4605
17	289.908237387375	289.906920891677	289.908832104177	16.206	16.166	18.231	9	3	3	3	1537	1477	1395	1198	1427	1302	1539	1426	1409
78	693.78444632367	693.780923931064	693.787529054592	16.206	16.166	18.002	5	2	0	3	1097	NA	1322	NA	NA	NA	1115	1172	1430
90	760.772728974464	760.771815150381	760.773912879738	16.206	16.17	18.231	9	3	3	3	2357	2026	2426	1746	1854	2202	2319	2379	2457
5280	898.750212612925	898.749327982964	898.750689467262	16.206	16.172	18.002	3	1	0	2	NA	NA	1324	NA	NA	NA	NA	1181	1151
7492	921.267333403297	921.266520492564	921.26808719851	16.206	16.172	16.215	3	1	0	2	NA	NA	1254	NA	NA	NA	1184	NA	1141
9347	921.766704320158	921.766704320158	921.766704320158	16.206	16.206	16.206	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1162
166	955.26034010628	955.258810281565	955.26265304396	16.206	16.166	18.002	5	2	0	3	1286	NA	1353	NA	NA	NA	1193	1302	1212
7493	966.732923468232	966.731200969249	966.737498138784	16.206	16.172	16.215	3	1	0	2	NA	NA	1296	NA	NA	NA	1131	NA	1124
9348	1057.73312368291	1057.73312368291	1057.73312368291	16.206	16.206	16.206	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1326
232	1101.71019644671	1101.70472801433	1101.71169846479	16.206	16.166	18.002	5	2	0	3	1193	NA	1168	NA	NA	NA	1113	1125	1120
5281	1117.72614582598	1117.72242330588	1117.72772338031	16.206	16.172	18.002	3	1	0	2	NA	NA	1236	NA	NA	NA	NA	1212	1166
7495	1166.74343486068	1166.74037269535	1166.74646463984	16.206	16.172	16.215	3	1	0	2	NA	NA	1619	NA	NA	NA	1891	NA	1715
76	691.78563616582	691.783249030477	691.789244510566	16.2105	16.166	18.177	6	2	1	3	1143	NA	1223	NA	NA	1089	1163	1163	1184
7490	830.757023500084	830.757023500084	830.757023500084	16.215	16.215	16.215	1	0	0	1	NA	NA	NA	NA	NA	NA	1113	NA	NA
5279	845.798873962815	845.796289882481	845.800606628589	16.215	16.182	18.002	3	0	1	2	NA	NA	NA	NA	NA	1205	1100	1107	NA
7491	880.295839824029	880.295839824029	880.295839824029	16.215	16.215	16.215	1	0	0	1	NA	NA	NA	NA	NA	NA	1345	NA	NA
154	930.838858503207	930.834928675683	930.841943505376	16.215	16.166	18.002	5	1	2	2	1260	NA	NA	1233	1247	NA	1261	1297	NA
177	979.776536116743	979.776293880116	979.777905260303	16.215	16.166	18.002	3	1	0	2	2597	NA	NA	NA	NA	NA	2496	2309	NA
202	1031.31316575346	1031.30533105116	1031.31649945567	16.215	16.166	18.002	5	1	2	2	1340	NA	NA	1517	1430	NA	1211	1414	NA
210	1047.76597441986	1047.76255098732	1047.76847290579	16.215	16.166	18.002	3	1	0	2	2320	NA	NA	NA	NA	NA	2133	2142	NA
249	1151.24161156079	1151.24112320532	1151.24350279897	16.215	16.166	18.002	3	1	0	2	1259	NA	NA	NA	NA	NA	1238	1290	NA
7494	1152.73906691469	1152.73906691469	1152.73906691469	16.215	16.215	16.215	1	0	0	1	NA	NA	NA	NA	NA	NA	1196	NA	NA
5284	1234.73961442859	1234.73331806779	1234.74334294502	16.215	16.177	18.002	5	1	2	2	NA	1359	NA	1503	NA	1484	1420	1362	NA
5286	1285.71604945604	1285.71486454088	1285.71716914885	16.215	16.206	18.002	3	0	0	3	NA	NA	NA	NA	NA	NA	1231	1288	1221
11649	802.823775227583	802.823775227583	802.823775227583	16.227	16.227	16.227	1	0	1	0	NA	NA	NA	1227	NA	NA	NA	NA	NA
168	962.813813217368	962.811100782517	962.81770944807	16.227	16.166	18.182	7	2	3	2	5399	4959	NA	5417	5181	4973	5258	5049	NA
201	1030.79616752742	1030.78602952203	1030.79949008852	16.227	16.166	18.22	7	2	3	2	3938	3713	NA	4219	3875	3652	3580	3766	NA
236	1108.77124674971	1108.76730460008	1108.77518889934	17.084	16.166	18.002	2	1	0	1	1309	NA	NA	NA	NA	NA	NA	1218	NA
5282	1133.78033667974	1133.77674607432	1133.78124825973	17.092	16.177	18.22	4	1	1	2	NA	1355	NA	NA	NA	1381	1324	1275	NA
229	1098.77458949471	1098.77120520882	1098.77669119181	17.1145	16.17	18.182	6	2	2	2	3073	2698	NA	3227	2856	NA	2843	2778	NA
8667	1049.74335933911	1049.73996339059	1049.74675528763	17.1915	16.172	18.211	2	1	0	1	NA	NA	1444	NA	NA	NA	NA	NA	1456
75	690.79030804497	690.787667120278	690.797400922221	18.172	16.172	18.231	9	3	3	3	1986	1774	2219	1607	1461	2049	1874	2220	2046
12269	827.783333604773	827.783333604773	827.783333604773	18.175	18.175	18.175	1	0	1	0	NA	NA	NA	NA	1434	NA	NA	NA	NA
8	220.912819530529	220.910551938937	220.914521011965	18.176	16.206	18.22	8	3	2	3	1284	1181	1276	NA	1195	1279	1155	1240	1245
77	692.784184707891	692.782870976847	692.788702032747	18.177	16.17	18.231	9	3	3	3	2188	1900	2229	1656	1467	2028	2176	2232	2054
8668	1098.75642776428	1098.75119929703	1098.76238871837	18.177	16.182	18.211	3	1	1	1	NA	NA	2277	NA	NA	2596	NA	NA	2325
5	199.921905813955	199.921304216977	199.92209188899	18.182	16.206	20.006	9	3	3	3	3988	3778	4291	3440	3371	3982	3869	4138	4026
12	265.911091482507	265.909628493461	265.911387590487	18.182	18.002	18.231	9	3	3	3	3533	3148	3478	2966	2941	3248	3528	3589	3305
14	267.909572788824	267.909012347291	267.910409798912	18.182	16.17	20.006	9	3	3	3	1637	1573	1760	1444	1331	1699	1661	1644	1600
273	152.926029893407	152.925404698446	152.926395208392	18.187	18.172	20.006	9	3	3	3	3230	3126	3474	2704	2694	3242	3484	3357	3312
1	153.933291119979	153.932825851377	153.933667557799	18.187	18.172	20.006	9	3	3	3	1470	1303	1523	1321	1265	1373	1478	1538	1416
2	154.927418374997	154.926894057811	154.92806846078	18.187	18.172	20.006	9	3	3	3	2171	2052	2371	2007	2022	2112	2099	2309	2196
271	197.923249218434	197.922893332559	197.923664708518	18.187	18.172	20.006	9	3	3	3	8214	7863	9020	7386	7150	7935	7952	8479	8995
45	486.822365228222	486.821894310379	486.824083000552	18.187	18.172	20.006	7	3	1	3	1400	1217	1590	NA	NA	1374	1399	1303	1497
46	488.820458204278	488.819032360073	488.824111233137	18.187	18.172	20.006	9	3	3	3	1382	1250	1631	1284	1118	1503	1580	1576	1642
54	554.809081298908	554.806603666375	554.810549591945	18.187	18.172	20.006	7	3	1	3	1380	1226	1627	NA	NA	1310	1380	1391	1516
55	556.80873787319	556.805996471401	556.811122635942	18.187	18.172	20.006	7	3	1	3	1372	1333	1679	NA	NA	1586	1476	1521	1585
64	622.797948985793	622.794780042414	622.800055973003	18.187	18.172	20.006	9	3	3	3	2014	1716	2214	1581	1423	1812	1893	2017	2064
65	624.797375456273	624.7947059333	624.799238180852	18.187	16.17	20.006	9	3	3	3	1964	1523	2056	1525	1583	1948	1848	2058	2104
4465	235.926618117225	235.926618117225	235.926618117225	28.198	28.198	28.198	1	1	0	0	1131	NA	NA	NA	NA	NA	NA	NA	NA
4528	235.926081081117	235.926081081117	235.926081081117	84.337	84.337	84.337	1	1	0	0	1046	NA	NA	NA	NA	NA	NA	NA	NA
5287	388.937792490776	388.936737315982	388.93884766557	92.29	92.185	92.395	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1663	1583
5289	387.939182459975	387.939182459975	387.939182459975	94.189	94.189	94.189	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1566	NA
5290	403.919052458108	403.919052458108	403.919052458108	94.189	94.189	94.189	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1449	NA
5293	500.918635073875	500.918635073875	500.918635073875	94.189	94.189	94.189	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1352	NA
5291	404.914607043415	404.914015147127	404.915198939702	94.2955	94.189	94.402	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1610	1413
5288	418.89303860523	418.891846751343	418.894230459117	94.2995	94.189	94.41	2	0	0	2	NA	NA	NA	NA	NA	NA	2467	1430	NA
274	289.939017396484	289.936353086567	289.9396407917	94.362	94.189	94.402	3	1	0	2	1528	NA	NA	NA	NA	NA	NA	1704	1361
275	516.894059152562	516.893317326163	516.895012802992	94.368	94.189	94.402	5	3	0	2	1343	1367	1236	NA	NA	NA	NA	1737	1906
304	207.9757989494	207.975258350315	207.976913675827	94.3695	94.189	94.421	8	3	3	2	1740	1647	1623	1537	2186	1618	1330	1284	NA
276	304.912907860334	304.909345336067	304.913661130454	94.3695	94.189	94.41	8	3	2	3	2034	1736	1875	NA	1318	1640	7950	2104	1921
329	178.978164088944	178.977482587569	178.978619191001	94.371	94.189	94.421	9	3	3	3	9699	8851	8984	6958	8601	8565	8442	9333	8733
940	206.972639733548	206.972039139336	206.973062915347	94.371	94.189	94.421	9	3	3	3	35279	31125	31935	32573	47906	33314	28930	27273	25935
318	272.959276356384	272.958721153169	272.960097317648	94.371	94.189	94.421	9	3	3	3	12465	11566	11666	6607	5014	9258	14770	18265	15721
295	273.960556751036	273.959325769296	273.961965615454	94.371	94.189	94.421	9	3	3	3	4185	3570	3890	2103	1526	3166	4634	5849	4722
300	274.957998460937	274.9572703668	274.958324583889	94.371	94.189	94.421	9	3	3	3	4588	3780	4023	2227	1936	3361	4911	5878	5023
307	288.936834794166	288.935940637863	288.937949503465	94.371	94.189	94.421	9	3	3	3	6877	6444	6392	4360	3903	6135	6820	8237	7508
281	360.932089369432	360.930924887032	360.93324285283	94.371	94.189	94.421	9	3	3	3	3145	2833	2974	2127	2014	2563	2625	3044	3175
282	376.910341779614	376.908047558572	376.912247898053	94.371	94.189	94.421	9	3	3	3	2240	1984	1842	1560	1979	2124	1510	1912	1991
278	386.9383812298	386.93787322361	386.940720659678	94.371	94.189	94.41	7	3	1	3	1956	1973	1897	NA	NA	1500	2268	3387	3026
298	402.916542048316	402.914230632946	402.918371085806	94.371	94.189	94.421	9	3	3	3	3280	2915	2918	1765	1368	2649	2841	4469	3841
288	408.930035559995	408.92726938694	408.931338095792	94.371	94.189	94.421	9	3	3	3	2555	2362	2413	1829	2217	2069	2183	2765	2238
279	424.90711506895	424.90267903915	424.90970627871	94.371	94.362	96.196	7	3	2	2	1412	1378	1504	NA	1624	1390	NA	1496	1508
303	162.983044773577	162.982335892239	162.983876446404	94.376	94.362	94.421	7	2	3	2	2409	NA	2213	2165	3173	2249	1922	NA	1601
346	174.956341351192	174.955320917301	174.957002694731	94.376	94.189	96.367	9	3	3	3	4280	3790	3913	3481	3558	4068	3765	4146	3964
7503	305.910941987354	305.910941987354	305.910941987354	94.41	94.41	94.41	1	0	0	1	NA	NA	NA	NA	NA	NA	1746	NA	NA
7498	392.884199505739	392.884199505739	392.884199505739	94.41	94.41	94.41	1	0	0	1	NA	NA	NA	NA	NA	NA	1943	NA	NA
7496	434.867470875248	434.867470875248	434.867470875248	94.41	94.41	94.41	1	0	0	1	NA	NA	NA	NA	NA	NA	1520	NA	NA
7497	532.86918610884	532.86918610884	532.86918610884	94.41	94.41	94.41	1	0	0	1	NA	NA	NA	NA	NA	NA	1429	NA	NA
5305	290.936477612878	290.936477612878	290.936477612878	96.196	96.196	96.196	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1569	NA
5292	295.954259948614	295.954259948614	295.954259948614	96.196	96.196	96.196	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1375	NA
5300	476.917004834582	476.916638389584	476.91737127958	96.301	96.196	96.406	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1629	1283
302	158.979062766582	158.978258440271	158.979612987668	96.367	94.376	96.425	9	3	3	3	4931	4289	4324	3210	2680	3974	5391	5568	5114
311	294.95207286703	294.949403038285	294.953009641272	96.367	94.365	96.414	9	3	3	3	6580	6398	6405	5934	6621	5215	6635	7413	6127
314	362.937971315431	362.936509356573	362.939612727832	96.382	96.367	98.2	9	3	3	3	7619	6878	7026	6862	6228	4888	6993	9026	6953
9990	620.84293667753	620.84293667753	620.84293667753	96.382	96.382	96.382	1	0	1	0	NA	NA	NA	NA	NA	1516	NA	NA	NA
297	378.915118592356	378.91438635246	378.916553414504	96.406	96.37	98.419	9	3	3	3	3104	2627	2819	2241	2223	3249	2495	3131	2652
292	604.869438439163	604.867341338825	604.871675427916	96.41	96.367	98.43	8	3	2	3	2199	2031	1977	2314	2281	NA	1644	2277	1557
7513	190.92862468045	190.92862468045	190.92862468045	96.414	96.414	96.414	1	0	0	1	NA	NA	NA	NA	NA	NA	5527	NA	NA
7501	306.905315231293	306.905315231293	306.905315231293	96.414	96.414	96.414	1	0	0	1	NA	NA	NA	NA	NA	NA	1343	NA	NA
7504	394.88988371853	394.88988371853	394.88988371853	96.414	96.414	96.414	1	0	0	1	NA	NA	NA	NA	NA	NA	3490	NA	NA
7500	440.884847481041	440.884847481041	440.884847481041	96.414	96.414	96.414	1	0	0	1	NA	NA	NA	NA	NA	NA	1546	NA	NA
277	363.939994982505	363.939467950772	363.940522014238	97.2835	96.367	98.2	2	1	0	1	1543	NA	NA	NA	NA	NA	NA	1786	NA
5295	364.938770182924	364.938770182924	364.938770182924	98.2	98.2	98.2	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1483	NA
5296	446.902168301583	446.902168301583	446.902168301583	98.2	98.2	98.2	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1463	NA
5301	498.914049145795	498.914049145795	498.914049145795	98.2	98.2	98.2	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1782	NA
5302	566.899685818792	566.899685818792	566.899685818792	98.2	98.2	98.2	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1732	NA
5303	582.873652160798	582.873652160798	582.873652160798	98.2	98.2	98.2	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1479	NA
5297	634.884628071755	634.884628071755	634.884628071755	98.2	98.2	98.2	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1588	NA
5298	650.860530136907	650.860530136907	650.860530136907	98.2	98.2	98.2	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1452	NA
5294	718.849271963083	718.849271963083	718.849271963083	98.2	98.2	98.2	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1393	NA
280	227.967559742477	227.967477090668	227.967642394287	98.2865	98.2	98.373	2	1	0	1	1445	NA	NA	NA	NA	NA	NA	1646	NA
283	430.925674604147	430.923877056389	430.925876796773	98.2865	96.37	98.419	8	3	2	3	1955	1878	1803	1966	1580	NA	1657	2480	1686
284	514.891112126753	514.890903445735	514.891320807771	98.2865	98.2	98.373	2	1	0	1	1421	NA	NA	NA	NA	NA	NA	1487	NA
5304	228.964650614784	228.963531343783	228.965769885784	98.3055	98.2	98.411	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1570	1422
