	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc	treatment1	treatment2	pooled_R1.mzXML	pooled_R2.mzXML	Pooled_R3.mzXML	Treatment1_R1.mzXML	Treatment1_R2.mzXML	Treatment1_R3.mzXML	Treatment2_R1.mzXML	Treatment2_R2.mzXML	Treatment2_R3.mzXML
4895	895.601969557728	895.600662788439	895.604249630059	8023.3905	8015.845	8030.062	4	2	0	2	1788	1590	NA	NA	NA	NA	1672	1637	NA
7419	203.202545216463	203.202545216463	203.202545216463	8023.863	8023.863	8023.863	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	293	NA
7286	721.515215879841	721.515215879841	721.515215879841	8023.863	8023.863	8023.863	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1026	NA
7288	993.651464782973	993.651464782973	993.651464782973	8023.863	8023.863	8023.863	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1182	NA
4860	707.495824740605	707.488684457154	707.499608287797	8024.046	8012.046	8026.141	3	1	2	0	1071	NA	NA	1067	1087	NA	NA	NA	NA
4919	877.574978082255	877.574978082255	877.574978082255	8024.046	8024.046	8024.046	1	1	0	0	1252	NA	NA	NA	NA	NA	NA	NA	NA
4985	737.533747603487	737.532736224155	737.534758982819	8024.0475	8024.046	8024.049	2	2	0	0	1669	1519	NA	NA	NA	NA	NA	NA	NA
11594	861.565729116013	861.565729116013	861.565729116013	8024.049	8024.049	8024.049	1	1	0	0	NA	1150	NA	NA	NA	NA	NA	NA	NA
4890	1033.67147779152	1033.67125698698	1033.67607811371	8024.049	8020.125	8028.058	3	2	1	0	1230	1108	NA	1202	NA	NA	NA	NA	NA
5028	1099.70086557077	1099.70008204758	1099.70741097764	8024.049	8009.829	8032.067	3	2	0	1	1345	1181	NA	NA	NA	NA	NA	1199	NA
7290	777.529005848952	777.520147677287	777.529675081287	8024.076	8015.845	8026.665	3	0	2	1	NA	NA	NA	NA	1091	1058	NA	1069	NA
12587	972.646258125637	972.646258125637	972.646258125637	8024.076	8024.076	8024.076	1	0	1	0	NA	NA	NA	NA	1047	NA	NA	NA	NA
4920	1007.65804012657	1007.65484767783	1007.6607655952	8024.076	8016.719	8030.062	3	1	1	1	1187	NA	NA	NA	1121	NA	1139	NA	NA
9311	322.178420647215	322.178420647215	322.178420647215	8024.088	8024.088	8024.088	1	1	0	0	NA	NA	335	NA	NA	NA	NA	NA	NA
9254	769.53658027565	769.53658027565	769.53658027565	8024.088	8024.088	8024.088	1	1	0	0	NA	NA	2161	NA	NA	NA	NA	NA	NA
4935	1037.67517766415	1037.67278912842	1037.68437566767	8024.088	8010.101	8028.058	3	2	1	0	1303	NA	1169	1222	NA	NA	NA	NA	NA
4901	1041.67683835897	1041.67374095137	1041.68159862888	8024.088	8002.021	8033.888	5	3	1	1	1510	1438	1426	NA	1499	NA	NA	1425	NA
7305	979.643110607814	979.640212422506	979.647818216072	8024.0925	8011.834	8030.101	4	2	1	1	NA	1154	1191	1248	NA	NA	NA	1256	NA
7284	811.554231327646	811.549842029862	811.557496474229	8024.136	8021.859	8034.162	5	1	1	3	NA	NA	1923	2108	NA	NA	1868	1967	1905
9913	907.609426485981	907.609426485981	907.609426485981	8024.137	8024.137	8024.137	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1262
7393	929.615387552487	929.613515435776	929.617259669198	8024.2615	8020.649	8027.874	2	0	1	1	NA	NA	NA	NA	NA	1870	NA	1704	NA
9263	1095.69866417912	1095.69760003869	1095.69972831955	8024.373	8020.649	8028.097	2	1	1	0	NA	NA	1091	NA	NA	1119	NA	NA	NA
5043	637.47416797049	637.471981263364	637.476354677615	8024.3925	8024.046	8024.739	2	1	0	1	1352	NA	NA	NA	NA	NA	1334	NA	NA
8541	847.541658962353	847.541622689451	847.541695235255	8024.437	8010.101	8038.773	2	0	1	1	NA	NA	NA	1461	NA	NA	1118	NA	NA
11201	753.540572818181	753.540572818181	753.540572818181	8024.658	8024.658	8024.658	1	0	1	0	NA	NA	NA	NA	NA	2218	NA	NA	NA
4870	823.569704694167	823.567352439403	823.570635513505	8024.658	8017.85	8026.051	3	1	1	1	1565	NA	NA	NA	NA	1707	NA	1586	NA
11205	840.597973211566	840.597973211566	840.597973211566	8024.658	8024.658	8024.658	1	0	1	0	NA	NA	NA	NA	NA	1094	NA	NA	NA
8519	923.62006718655	923.616616811922	923.622828529557	8024.658	8014.051	8036.078	5	1	3	1	NA	1448	NA	1498	1572	1673	1500	NA	NA
11181	928.610215032227	928.610215032227	928.610215032227	8024.658	8024.658	8024.658	1	0	1	0	NA	NA	NA	NA	NA	1050	NA	NA	NA
4897	937.618334559745	937.61653616072	937.619773269147	8024.739	8014.112	8026.051	3	1	1	1	1512	NA	NA	1454	NA	NA	1406	NA	NA
7374	767.540484827457	767.540048504989	767.540921149925	8025.003	8021.859	8028.147	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1975	1862
7293	947.615852301301	947.612502337931	947.618826359062	8025.87	8022.071	8028.748	3	0	1	2	NA	NA	NA	NA	1374	NA	1278	1297	NA
7326	1029.67176407227	1029.66987652511	1029.67365161944	8025.975	8022.071	8029.879	2	0	1	1	NA	NA	NA	NA	1487	NA	NA	1497	NA
5007	873.58490467578	873.583292256732	873.589801035217	8026.051	8016.055	8032.156	3	1	1	1	1578	NA	NA	NA	1762	NA	NA	NA	1430
4884	977.628452288283	977.6245168949	977.634106235809	8026.051	8018.644	8028.748	3	1	1	1	1165	NA	NA	NA	NA	1240	1053	NA	NA
9266	953.640582175807	953.639491557282	953.641017416678	8026.053	8020.649	8030.101	3	2	1	0	NA	1524	1547	NA	NA	1730	NA	NA	NA
12623	539.417862958984	539.417862958984	539.417862958984	8026.08	8026.08	8026.08	1	0	1	0	NA	NA	NA	NA	1242	NA	NA	NA	NA
12591	713.496056826437	713.496056826437	713.496056826437	8026.08	8026.08	8026.08	1	0	1	0	NA	NA	NA	NA	1618	NA	NA	NA	NA
7325	921.625372140921	921.619354978662	921.629343752194	8026.08	8022.132	8036.167	5	1	2	2	NA	NA	1294	1327	1333	NA	NA	1336	1246
12615	997.668744850985	997.668744850985	997.668744850985	8026.08	8026.08	8026.08	1	0	1	0	NA	NA	NA	NA	1607	NA	NA	NA	NA
9299	931.613238903912	931.608347041727	931.620210468133	8026.092	8026.08	8034.161	3	1	2	0	NA	NA	1444	1512	1468	NA	NA	NA	NA
12206	821.566564745216	821.566512131398	821.566617359034	8026.1105	8024.136	8028.085	2	0	2	0	NA	NA	NA	1289	1334	NA	NA	NA	NA
12230	882.606508330214	882.606508330214	882.606508330214	8026.141	8026.141	8026.141	1	0	1	0	NA	NA	NA	1033	NA	NA	NA	NA	NA
8528	884.602136101596	884.59542604954	884.604919392765	8026.141	8024.739	8036.69	3	0	2	1	NA	NA	NA	1189	NA	1195	1097	NA	NA
4934	1031.66849333461	1031.66828089179	1031.67722508252	8026.141	8010.04	8034.071	3	1	2	0	1379	NA	NA	1315	1380	NA	NA	NA	NA
9930	843.556260645326	843.556260645326	843.556260645326	8026.142	8026.142	8026.142	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1684
9926	891.584638153242	891.584638153242	891.584638153242	8026.142	8026.142	8026.142	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1088
9910	1021.66450710846	1021.66450710846	1021.66450710846	8026.142	8026.142	8026.142	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1075
7330	1087.7000290122	1087.69716557222	1087.70070841394	8026.142	8021.859	8028.058	3	1	0	2	NA	1136	NA	NA	NA	NA	NA	1152	1105
11173	754.53796109385	754.536995355151	754.538926832549	8026.3725	8026.08	8026.665	2	0	2	0	NA	NA	NA	NA	1064	1051	NA	NA	NA
4963	817.532172206191	817.532154846293	817.532189566089	8026.398	8014.714	8038.082	2	1	0	1	1381	NA	NA	NA	NA	NA	1644	NA	NA
5176	855.597380147484	855.591446816185	855.602156708745	8026.4425	8022.044	8038.082	4	2	1	1	2078	2007	NA	2095	NA	NA	1898	NA	NA
11191	1111.72682596454	1111.72682596454	1111.72682596454	8026.665	8026.665	8026.665	1	0	1	0	NA	NA	NA	NA	NA	1198	NA	NA	NA
4900	911.605686757414	911.600976367131	911.612327567997	8026.744	8016.116	8040.126	5	2	2	1	1928	NA	1780	1993	1968	NA	1784	NA	NA
7377	1005.66589159042	1005.66221791496	1005.6674515725	8026.744	8021.859	8028.147	3	0	0	3	NA	NA	NA	NA	NA	NA	1119	1092	1046
8520	1065.69068755964	1065.69068755964	1065.69068755964	8026.744	8026.744	8026.744	1	0	0	1	NA	NA	NA	NA	NA	NA	1115	NA	NA
7299	1065.70619436764	1065.70157416469	1065.7108145706	8026.977	8026.08	8027.874	2	0	1	1	NA	NA	NA	NA	1098	NA	NA	1118	NA
